======================================================================
  STANDALONE TRAIN — synthetic, variant M0, hyperparameters from run_098
======================================================================
  sweep summary : /projects/anbu8374/Python-Research/lasp-CU-paper-3/hyper_parameter_sweep/sweep_results_profile_only_synthetic_M0/run_098/summary.json
  HDF5 file     : /gpfs/alpine1/scratch/anbu8374/neural_network_training_data/synthetic_training_data_7-levels_8_May_2026.h5
  output dir    : /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest
  device        : cuda

  Network input layout: 636 reflectance ⊕ 4 geometry (sza, vza, saz, vaz) ⊕ 3 extras = 643
  Extras status: tau_c=ZEROED | wv_above=ZEROED | wv_in=ZEROED
  Split sizes  : n_val=4199, n_test=4199 (profile-aware)

  Hyperparameters being reused:
    hidden_dims            = [512, 512, 256, 256]
    activation             = gelu
    dropout                = 0.1946
    learning_rate          = 7.970971212070194e-05
    lambda_physics         = 0.0065
    lambda_monotonicity    = 0.1779
    lambda_adiabatic       = 0.063
    lambda_smoothness      = 0.1639
    level_weights          = [5.199148273471455, 3.754462633346129, 3.01285889763222, 2.7850412811874383, 3.01285889763222, 3.754462633346129, 5.199148273471455]
    level_weights_name     = u_shape
    batch_size             = 128
    augment_noise_std      = 0.0208
    n_epochs               = 2500
    scheduler_patience     = 30
    early_stop_patience    = 150
    warmup_steps           = 500
    weight_decay           = 0.0001
    sigma_floor            = 0.01

======================================================================
  K-FOLD MODE — full coverage, K = 20
======================================================================
  n_total = 41991,  fold_size ≈ 2099, n_val per fold = 4199

[Fold 1/20]  train 35,692  val 4,199  test 2,100  → /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest/fold_01
  Epoch    1 | Train -1.0238 | Val -2.3797 | LR 4.4e-05 | NoImp 0
  Epoch  425 | Train -3.3148 | Val -3.3582 | LR 2.0e-05 | NoImp 6
  Epoch  450 | Train -3.3163 | Val -3.3559 | LR 2.0e-05 | NoImp 14
  Epoch  475 | Train -3.3192 | Val -3.3606 | LR 2.0e-05 | NoImp 24
  Epoch  500 | Train -3.3221 | Val -3.3585 | LR 2.0e-05 | NoImp 20
  Epoch  525 | Train -3.3241 | Val -3.3625 | LR 1.0e-05 | NoImp 5
  Epoch  550 | Train -3.3258 | Val -3.3624 | LR 1.0e-05 | NoImp 15
  Epoch  575 | Train -3.3274 | Val -3.3606 | LR 1.0e-05 | NoImp 16
  Epoch  600 | Train -3.3284 | Val -3.3656 | LR 1.0e-05 | NoImp 16
  Epoch  625 | Train -3.3290 | Val -3.3646 | LR 1.0e-05 | NoImp 41
  Epoch  650 | Train -3.3294 | Val -3.3651 | LR 5.0e-06 | NoImp 11
  Epoch  675 | Train -3.3329 | Val -3.3674 | LR 5.0e-06 | NoImp 11
  Epoch  700 | Train -3.3334 | Val -3.3672 | LR 5.0e-06 | NoImp 4
  Epoch  725 | Train -3.3339 | Val -3.3679 | LR 5.0e-06 | NoImp 29
  Epoch  750 | Train -3.3321 | Val -3.3672 | LR 5.0e-06 | NoImp 6
  Epoch  775 | Train -3.3321 | Val -3.3648 | LR 5.0e-06 | NoImp 31
  Epoch  800 | Train -3.3331 | Val -3.3664 | LR 5.0e-06 | NoImp 11
  Epoch  825 | Train -3.3337 | Val -3.3675 | LR 5.0e-06 | NoImp 36
  Epoch  850 | Train -3.3333 | Val -3.3671 | LR 5.0e-06 | NoImp 61
  Epoch  875 | Train -3.3353 | Val -3.3678 | LR 5.0e-06 | NoImp 86
  Epoch  900 | Train -3.3342 | Val -3.3649 | LR 5.0e-06 | NoImp 111
  Epoch  925 | Train -3.3330 | Val -3.3674 | LR 5.0e-06 | NoImp 17
  Epoch  950 | Train -3.3359 | Val -3.3677 | LR 5.0e-06 | NoImp 13
  Epoch  975 | Train -3.3357 | Val -3.3683 | LR 5.0e-06 | NoImp 38
  Epoch 1000 | Train -3.3360 | Val -3.3694 | LR 5.0e-06 | NoImp 63
  Epoch 1025 | Train -3.3366 | Val -3.3678 | LR 5.0e-06 | NoImp 20
  Epoch 1050 | Train -3.3375 | Val -3.3678 | LR 5.0e-06 | NoImp 20
  Epoch 1075 | Train -3.3377 | Val -3.3686 | LR 2.5e-06 | NoImp 45
  Epoch 1100 | Train -3.3386 | Val -3.3687 | LR 2.5e-06 | NoImp 19
  Epoch 1125 | Train -3.3405 | Val -3.3696 | LR 1.2e-06 | NoImp 3
  Epoch 1150 | Train -3.3395 | Val -3.3703 | LR 1.2e-06 | NoImp 28
  Epoch 1175 | Train -3.3398 | Val -3.3704 | LR 1.0e-06 | NoImp 15
  Epoch 1200 | Train -3.3386 | Val -3.3701 | LR 1.0e-06 | NoImp 40
  Epoch 1225 | Train -3.3390 | Val -3.3696 | LR 1.0e-06 | NoImp 65
  Epoch 1250 | Train -3.3398 | Val -3.3692 | LR 1.0e-06 | NoImp 90
  Epoch 1275 | Train -3.3422 | Val -3.3698 | LR 1.0e-06 | NoImp 115
  Epoch 1300 | Train -3.3412 | Val -3.3709 | LR 1.0e-06 | NoImp 140
  Early stop at epoch 1310 (no improvement in 150 epochs)
  Fold 14 done. Mean RMSE = 0.974 μm (best epoch 1159, 1737 s)

[Fold 15/20]  train 35,693  val 4,199  test 2,099  → /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest/fold_15
  Epoch    1 | Train -0.9149 | Val -2.3567 | LR 4.4e-05 | NoImp 0
  Epoch    2 | Train -2.4935 | Val -2.9280 | LR 8.0e-05 | NoImp 0
  Epoch    3 | Train -2.7205 | Val -3.0431 | LR 8.0e-05 | NoImp 0
  Epoch   25 | Train -3.1132 | Val -3.1728 | LR 8.0e-05 | NoImp 2
  Epoch   50 | Train -3.1674 | Val -3.2397 | LR 8.0e-05 | NoImp 3
  Epoch   75 | Train -3.1932 | Val -3.2258 | LR 8.0e-05 | NoImp 10
  Epoch  100 | Train -3.2100 | Val -3.2742 | LR 8.0e-05 | NoImp 8
  Epoch  125 | Train -3.2176 | Val -3.2881 | LR 8.0e-05 | NoImp 1
  Epoch  150 | Train -3.2325 | Val -3.3185 | LR 8.0e-05 | NoImp 9
  Epoch  175 | Train -3.2433 | Val -3.3049 | LR 8.0e-05 | NoImp 1
  Epoch  200 | Train -3.2512 | Val -3.3145 | LR 8.0e-05 | NoImp 1
  Epoch  225 | Train -3.2610 | Val -3.3339 | LR 8.0e-05 | NoImp 26
  Epoch  250 | Train -3.2776 | Val -3.3451 | LR 4.0e-05 | NoImp 1
  Epoch  275 | Train -3.2824 | Val -3.3355 | LR 4.0e-05 | NoImp 4
  Epoch  300 | Train -3.2897 | Val -3.3505 | LR 4.0e-05 | NoImp 6
  Epoch  325 | Train -3.2884 | Val -3.3520 | LR 4.0e-05 | NoImp 5
  Epoch  350 | Train -3.2927 | Val -3.3554 | LR 4.0e-05 | NoImp 14
  Epoch  375 | Train -3.3037 | Val -3.3632 | LR 2.0e-05 | NoImp 0
  Epoch  400 | Train -3.3034 | Val -3.3653 | LR 2.0e-05 | NoImp 11
  Epoch  425 | Train -3.3057 | Val -3.3636 | LR 2.0e-05 | NoImp 1
  Epoch  450 | Train -3.3075 | Val -3.3631 | LR 2.0e-05 | NoImp 22
  Epoch  475 | Train -3.3122 | Val -3.3663 | LR 1.0e-05 | NoImp 1
  Epoch  500 | Train -3.3142 | Val -3.3706 | LR 1.0e-05 | NoImp 0
  Epoch  525 | Train -3.3155 | Val -3.3687 | LR 1.0e-05 | NoImp 15
  Epoch  550 | Train -3.3171 | Val -3.3688 | LR 1.0e-05 | NoImp 40
  Epoch  575 | Train -3.3166 | Val -3.3683 | LR 1.0e-05 | NoImp 20
  Epoch  600 | Train -3.3198 | Val -3.3722 | LR 5.0e-06 | NoImp 9
  Epoch  625 | Train -3.3224 | Val -3.3720 | LR 5.0e-06 | NoImp 3
  Epoch  650 | Train -3.3218 | Val -3.3719 | LR 5.0e-06 | NoImp 28
  Epoch  675 | Train -3.3212 | Val -3.3739 | LR 5.0e-06 | NoImp 23
  Epoch  700 | Train -3.3209 | Val -3.3708 | LR 5.0e-06 | NoImp 48
  Epoch  725 | Train -3.3225 | Val -3.3723 | LR 5.0e-06 | NoImp 73
  Epoch  750 | Train -3.3232 | Val -3.3733 | LR 5.0e-06 | NoImp 11
  Epoch  775 | Train -3.3243 | Val -3.3747 | LR 2.5e-06 | NoImp 1
  Epoch  800 | Train -3.3243 | Val -3.3747 | LR 2.5e-06 | NoImp 19
  Epoch  825 | Train -3.3255 | Val -3.3745 | LR 2.5e-06 | NoImp 1
  Epoch  850 | Train -3.3258 | Val -3.3741 | LR 2.5e-06 | NoImp 8
  Epoch  875 | Train -3.3261 | Val -3.3752 | LR 2.5e-06 | NoImp 12
  Epoch  900 | Train -3.3259 | Val -3.3746 | LR 1.2e-06 | NoImp 37
  Epoch  925 | Train -3.3257 | Val -3.3758 | LR 1.2e-06 | NoImp 3
  Epoch  950 | Train -3.3265 | Val -3.3758 | LR 1.2e-06 | NoImp 13
  Epoch  975 | Train -3.3257 | Val -3.3749 | LR 1.0e-06 | NoImp 38
  Epoch 1000 | Train -3.3259 | Val -3.3753 | LR 1.0e-06 | NoImp 63
  Epoch 1025 | Train -3.3254 | Val -3.3762 | LR 1.0e-06 | NoImp 88
  Epoch 1050 | Train -3.3277 | Val -3.3745 | LR 1.0e-06 | NoImp 113
  Epoch 1075 | Train -3.3274 | Val -3.3760 | LR 1.0e-06 | NoImp 138
  Early stop at epoch 1087 (no improvement in 150 epochs)
  Fold 15 done. Mean RMSE = 0.960 μm (best epoch 936, 1438 s)

[Fold 16/20]  train 35,693  val 4,199  test 2,099  → /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest/fold_16
  Epoch    1 | Train -0.8960 | Val -2.2774 | LR 4.4e-05 | NoImp 0
  Epoch    2 | Train -2.4729 | Val -2.9354 | LR 8.0e-05 | NoImp 0
  Epoch    3 | Train -2.7282 | Val -3.0502 | LR 8.0e-05 | NoImp 0
  Epoch   25 | Train -3.1110 | Val -3.1892 | LR 8.0e-05 | NoImp 2
  Epoch   50 | Train -3.1573 | Val -3.2390 | LR 8.0e-05 | NoImp 4
  Epoch   75 | Train -3.1899 | Val -3.2729 | LR 8.0e-05 | NoImp 7
  Epoch  100 | Train -3.2098 | Val -3.2836 | LR 8.0e-05 | NoImp 3
  Epoch  125 | Train -3.2200 | Val -3.3057 | LR 8.0e-05 | NoImp 9
  Epoch  150 | Train -3.2309 | Val -3.3051 | LR 8.0e-05 | NoImp 14
  Epoch  175 | Train -3.2412 | Val -3.3108 | LR 8.0e-05 | NoImp 5
  Epoch  200 | Train -3.2525 | Val -3.3246 | LR 8.0e-05 | NoImp 11
  Epoch  225 | Train -3.2559 | Val -3.3280 | LR 8.0e-05 | NoImp 5
  Epoch  250 | Train -3.2669 | Val -3.3473 | LR 8.0e-05 | NoImp 21
  Epoch  275 | Train -3.2866 | Val -3.3519 | LR 4.0e-05 | NoImp 6
  Epoch  300 | Train -3.2882 | Val -3.3598 | LR 4.0e-05 | NoImp 10
  Epoch  325 | Train -3.2920 | Val -3.3592 | LR 4.0e-05 | NoImp 13
  Epoch  350 | Train -3.3008 | Val -3.3693 | LR 2.0e-05 | NoImp 5
  Epoch  375 | Train -3.3021 | Val -3.3627 | LR 2.0e-05 | NoImp 2
  Epoch  400 | Train -3.3026 | Val -3.3694 | LR 2.0e-05 | NoImp 27
  Epoch  425 | Train -3.3096 | Val -3.3752 | LR 1.0e-05 | NoImp 1
  Epoch  450 | Train -3.3114 | Val -3.3734 | LR 1.0e-05 | NoImp 23
  Epoch  475 | Train -3.3118 | Val -3.3761 | LR 1.0e-05 | NoImp 23
  Epoch  500 | Train -3.3142 | Val -3.3752 | LR 1.0e-05 | NoImp 48
  Epoch  525 | Train -3.3138 | Val -3.3762 | LR 1.0e-05 | NoImp 15
  Epoch  550 | Train -3.3181 | Val -3.3781 | LR 5.0e-06 | NoImp 5
  Epoch  575 | Train -3.3177 | Val -3.3800 | LR 5.0e-06 | NoImp 4
  Epoch  600 | Train -3.3184 | Val -3.3795 | LR 5.0e-06 | NoImp 8
  Epoch  625 | Train -3.3188 | Val -3.3793 | LR 5.0e-06 | NoImp 14
  Epoch  650 | Train -3.3199 | Val -3.3813 | LR 5.0e-06 | NoImp 4
  Epoch  675 | Train -3.3187 | Val -3.3807 | LR 5.0e-06 | NoImp 29
  Epoch  700 | Train -3.3223 | Val -3.3820 | LR 2.5e-06 | NoImp 3
  Epoch  725 | Train -3.3216 | Val -3.3818 | LR 2.5e-06 | NoImp 28
  Epoch  750 | Train -3.3208 | Val -3.3825 | LR 2.5e-06 | NoImp 10
  Epoch  775 | Train -3.3227 | Val -3.3823 | LR 2.5e-06 | NoImp 35
  Epoch  800 | Train -3.3206 | Val -3.3815 | LR 2.5e-06 | NoImp 7
  Epoch  825 | Train -3.3227 | Val -3.3817 | LR 2.5e-06 | NoImp 2
  Epoch  850 | Train -3.3216 | Val -3.3821 | LR 2.5e-06 | NoImp 6
  Epoch  875 | Train -3.3206 | Val -3.3827 | LR 1.2e-06 | NoImp 31
  Epoch  900 | Train -3.3229 | Val -3.3829 | LR 1.2e-06 | NoImp 56
  Epoch  925 | Train -3.3227 | Val -3.3826 | LR 1.2e-06 | NoImp 81
  Epoch  950 | Train -3.3227 | Val -3.3837 | LR 1.0e-06 | NoImp 106
  Epoch  975 | Train -3.3231 | Val -3.3834 | LR 1.0e-06 | NoImp 131
  Early stop at epoch 994 (no improvement in 150 epochs)
  Fold 16 done. Mean RMSE = 0.976 μm (best epoch 843, 1317 s)

[Fold 17/20]  train 35,693  val 4,199  test 2,099  → /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest/fold_17
  Epoch    1 | Train -0.9851 | Val -2.4401 | LR 4.4e-05 | NoImp 0
  Epoch    2 | Train -2.5260 | Val -2.9435 | LR 8.0e-05 | NoImp 0
  Epoch    3 | Train -2.7317 | Val -3.0206 | LR 8.0e-05 | NoImp 0
  Epoch   25 | Train -3.1143 | Val -3.2123 | LR 8.0e-05 | NoImp 2
  Epoch   50 | Train -3.1667 | Val -3.2373 | LR 8.0e-05 | NoImp 3
  Epoch   75 | Train -3.1877 | Val -3.2621 | LR 8.0e-05 | NoImp 1
  Epoch  100 | Train -3.2090 | Val -3.3018 | LR 8.0e-05 | NoImp 0
  Epoch  125 | Train -3.2205 | Val -3.3057 | LR 8.0e-05 | NoImp 2
  Epoch  150 | Train -3.2337 | Val -3.2898 | LR 8.0e-05 | NoImp 11
  Epoch  175 | Train -3.2439 | Val -3.3185 | LR 8.0e-05 | NoImp 1
  Epoch  200 | Train -3.2534 | Val -3.3269 | LR 8.0e-05 | NoImp 26
  Epoch  225 | Train -3.2611 | Val -3.3393 | LR 8.0e-05 | NoImp 2
  Epoch  250 | Train -3.2670 | Val -3.3270 | LR 8.0e-05 | NoImp 4
  Epoch  275 | Train -3.2707 | Val -3.3420 | LR 8.0e-05 | NoImp 20
  Epoch  300 | Train -3.2887 | Val -3.3443 | LR 4.0e-05 | NoImp 4
  Epoch  325 | Train -3.2935 | Val -3.3471 | LR 4.0e-05 | NoImp 17
  Epoch  350 | Train -3.2959 | Val -3.3601 | LR 4.0e-05 | NoImp 7
  Epoch  375 | Train -3.3031 | Val -3.3699 | LR 2.0e-05 | NoImp 0
  Epoch  400 | Train -3.3081 | Val -3.3731 | LR 2.0e-05 | NoImp 0
  Epoch  425 | Train -3.3094 | Val -3.3634 | LR 2.0e-05 | NoImp 25
  Epoch  450 | Train -3.3136 | Val -3.3714 | LR 1.0e-05 | NoImp 7
  Epoch  475 | Train -3.3149 | Val -3.3748 | LR 1.0e-05 | NoImp 2
  Epoch  500 | Train -3.3147 | Val -3.3736 | LR 1.0e-05 | NoImp 17
  Epoch  525 | Train -3.3177 | Val -3.3741 | LR 1.0e-05 | NoImp 5
  Epoch  550 | Train -3.3170 | Val -3.3755 | LR 1.0e-05 | NoImp 11
  Epoch  575 | Train -3.3213 | Val -3.3776 | LR 5.0e-06 | NoImp 36
  Epoch  600 | Train -3.3210 | Val -3.3764 | LR 5.0e-06 | NoImp 15
  Epoch  625 | Train -3.3215 | Val -3.3790 | LR 5.0e-06 | NoImp 5
  Epoch  650 | Train -3.3208 | Val -3.3769 | LR 5.0e-06 | NoImp 20
  Epoch  675 | Train -3.3217 | Val -3.3780 | LR 5.0e-06 | NoImp 7
  Epoch  700 | Train -3.3233 | Val -3.3801 | LR 5.0e-06 | NoImp 12
  Epoch  725 | Train -3.3228 | Val -3.3791 | LR 5.0e-06 | NoImp 7
  Epoch  750 | Train -3.3256 | Val -3.3808 | LR 2.5e-06 | NoImp 32
  Epoch  775 | Train -3.3237 | Val -3.3819 | LR 2.5e-06 | NoImp 14
  Epoch  800 | Train -3.3240 | Val -3.3810 | LR 2.5e-06 | NoImp 11
  Epoch  825 | Train -3.3258 | Val -3.3805 | LR 2.5e-06 | NoImp 36
  Epoch  850 | Train -3.3259 | Val -3.3815 | LR 2.5e-06 | NoImp 10
  Epoch  875 | Train -3.3254 | Val -3.3816 | LR 2.5e-06 | NoImp 5
  Epoch  900 | Train -3.3249 | Val -3.3802 | LR 2.5e-06 | NoImp 13
  Epoch  925 | Train -3.3259 | Val -3.3820 | LR 1.2e-06 | NoImp 38
  Epoch  950 | Train -3.3257 | Val -3.3814 | LR 1.2e-06 | NoImp 12
  Epoch  975 | Train -3.3258 | Val -3.3826 | LR 1.2e-06 | NoImp 37
  Epoch 1000 | Train -3.3276 | Val -3.3819 | LR 1.2e-06 | NoImp 62
  Epoch 1025 | Train -3.3284 | Val -3.3826 | LR 1.2e-06 | NoImp 87
  Epoch 1050 | Train -3.3277 | Val -3.3819 | LR 1.2e-06 | NoImp 7
  Epoch 1075 | Train -3.3280 | Val -3.3821 | LR 1.2e-06 | NoImp 32
  Epoch 1100 | Train -3.3267 | Val -3.3823 | LR 1.2e-06 | NoImp 57
  Epoch 1125 | Train -3.3272 | Val -3.3830 | LR 1.2e-06 | NoImp 82
  Epoch 1150 | Train -3.3265 | Val -3.3829 | LR 1.2e-06 | NoImp 107
  Epoch 1175 | Train -3.3276 | Val -3.3830 | LR 1.2e-06 | NoImp 132
  Early stop at epoch 1193 (no improvement in 150 epochs)
  Fold 17 done. Mean RMSE = 1.003 μm (best epoch 1042, 1586 s)

[Fold 18/20]  train 35,693  val 4,199  test 2,099  → /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest/fold_18
  Epoch    1 | Train -1.0124 | Val -2.4040 | LR 4.4e-05 | NoImp 0
  Epoch    2 | Train -2.5154 | Val -2.9347 | LR 8.0e-05 | NoImp 0
  Epoch    3 | Train -2.7197 | Val -2.8732 | LR 8.0e-05 | NoImp 1
  Epoch   25 | Train -3.1110 | Val -3.2047 | LR 8.0e-05 | NoImp 1
  Epoch   50 | Train -3.1669 | Val -3.2342 | LR 8.0e-05 | NoImp 5
  Epoch   75 | Train -3.1960 | Val -3.2662 | LR 8.0e-05 | NoImp 1
  Epoch  100 | Train -3.2126 | Val -3.2552 | LR 8.0e-05 | NoImp 10
  Epoch  125 | Train -3.2277 | Val -3.3112 | LR 8.0e-05 | NoImp 0
  Epoch  150 | Train -3.2353 | Val -3.3163 | LR 8.0e-05 | NoImp 11
  Epoch  175 | Train -3.2423 | Val -3.3172 | LR 8.0e-05 | NoImp 16
  Epoch  200 | Train -3.2543 | Val -3.3153 | LR 8.0e-05 | NoImp 2
  Epoch  225 | Train -3.2608 | Val -3.3161 | LR 8.0e-05 | NoImp 6
  Epoch  250 | Train -3.2695 | Val -3.3310 | LR 8.0e-05 | NoImp 6
  Epoch  275 | Train -3.2760 | Val -3.3385 | LR 8.0e-05 | NoImp 18
  Epoch  300 | Train -3.2792 | Val -3.3501 | LR 8.0e-05 | NoImp 8
  Epoch  325 | Train -3.2936 | Val -3.3541 | LR 4.0e-05 | NoImp 1
  Epoch  350 | Train -3.2998 | Val -3.3627 | LR 4.0e-05 | NoImp 4
  Epoch  375 | Train -3.3027 | Val -3.3524 | LR 4.0e-05 | NoImp 29
  Epoch  400 | Train -3.3123 | Val -3.3655 | LR 2.0e-05 | NoImp 1
  Epoch  425 | Train -3.3130 | Val -3.3657 | LR 2.0e-05 | NoImp 5
  Epoch  450 | Train -3.3126 | Val -3.3708 | LR 2.0e-05 | NoImp 30
  Epoch  475 | Train -3.3171 | Val -3.3750 | LR 1.0e-05 | NoImp 4
  Epoch  500 | Train -3.3229 | Val -3.3738 | LR 1.0e-05 | NoImp 23
  Epoch  525 | Train -3.3212 | Val -3.3745 | LR 1.0e-05 | NoImp 48
  Epoch  550 | Train -3.3212 | Val -3.3755 | LR 1.0e-05 | NoImp 73
  Epoch  575 | Train -3.3228 | Val -3.3761 | LR 1.0e-05 | NoImp 16
  Epoch  600 | Train -3.3237 | Val -3.3769 | LR 1.0e-05 | NoImp 9
  Epoch  625 | Train -3.3252 | Val -3.3740 | LR 1.0e-05 | NoImp 15
  Epoch  650 | Train -3.3265 | Val -3.3779 | LR 1.0e-05 | NoImp 14
  Epoch  675 | Train -3.3252 | Val -3.3783 | LR 1.0e-05 | NoImp 11
  Epoch  700 | Train -3.3255 | Val -3.3775 | LR 1.0e-05 | NoImp 13
  Epoch  725 | Train -3.3276 | Val -3.3766 | LR 1.0e-05 | NoImp 16
  Epoch  750 | Train -3.3279 | Val -3.3752 | LR 1.0e-05 | NoImp 21
  Epoch  775 | Train -3.3287 | Val -3.3752 | LR 1.0e-05 | NoImp 2
  Epoch  800 | Train -3.3276 | Val -3.3761 | LR 1.0e-05 | NoImp 27
  Epoch  825 | Train -3.3314 | Val -3.3806 | LR 5.0e-06 | NoImp 12
  Epoch  850 | Train -3.3326 | Val -3.3793 | LR 5.0e-06 | NoImp 9
  Epoch  875 | Train -3.3325 | Val -3.3811 | LR 5.0e-06 | NoImp 12
  Epoch  900 | Train -3.3327 | Val -3.3822 | LR 2.5e-06 | NoImp 0
  Epoch  925 | Train -3.3341 | Val -3.3812 | LR 2.5e-06 | NoImp 7
  Epoch  950 | Train -3.3351 | Val -3.3821 | LR 2.5e-06 | NoImp 3
  Epoch  975 | Train -3.3343 | Val -3.3816 | LR 2.5e-06 | NoImp 2
  Epoch 1000 | Train -3.3335 | Val -3.3819 | LR 2.5e-06 | NoImp 27
  Epoch 1025 | Train -3.3335 | Val -3.3815 | LR 2.5e-06 | NoImp 13
  Epoch 1050 | Train -3.3349 | Val -3.3819 | LR 2.5e-06 | NoImp 3
  Epoch 1075 | Train -3.3355 | Val -3.3827 | LR 2.5e-06 | NoImp 4
  Epoch 1100 | Train -3.3353 | Val -3.3831 | LR 2.5e-06 | NoImp 11
  Epoch 1125 | Train -3.3348 | Val -3.3808 | LR 2.5e-06 | NoImp 13
  Epoch 1150 | Train -3.3358 | Val -3.3825 | LR 2.5e-06 | NoImp 38
  Epoch 1175 | Train -3.3353 | Val -3.3816 | LR 2.5e-06 | NoImp 63
  Epoch 1200 | Train -3.3362 | Val -3.3824 | LR 2.5e-06 | NoImp 9
  Epoch 1225 | Train -3.3360 | Val -3.3823 | LR 2.5e-06 | NoImp 20
  Epoch 1250 | Train -3.3357 | Val -3.3812 | LR 2.5e-06 | NoImp 45
  Epoch 1275 | Train -3.3369 | Val -3.3823 | LR 2.5e-06 | NoImp 70
  Epoch 1300 | Train -3.3368 | Val -3.3824 | LR 2.5e-06 | NoImp 95
  Epoch 1325 | Train -3.3376 | Val -3.3830 | LR 2.5e-06 | NoImp 16
  Epoch 1350 | Train -3.3375 | Val -3.3821 | LR 2.5e-06 | NoImp 1
  Epoch 1375 | Train -3.3378 | Val -3.3826 | LR 2.5e-06 | NoImp 26
  Epoch 1400 | Train -3.3372 | Val -3.3835 | LR 2.5e-06 | NoImp 6
  Epoch 1425 | Train -3.3371 | Val -3.3842 | LR 2.5e-06 | NoImp 4
  Epoch 1450 | Train -3.3372 | Val -3.3836 | LR 2.5e-06 | NoImp 29
  Epoch 1475 | Train -3.3364 | Val -3.3831 | LR 2.5e-06 | NoImp 54
  Epoch 1500 | Train -3.3382 | Val -3.3819 | LR 2.5e-06 | NoImp 79
  Epoch 1525 | Train -3.3378 | Val -3.3837 | LR 2.5e-06 | NoImp 19
  Epoch 1550 | Train -3.3376 | Val -3.3842 | LR 2.5e-06 | NoImp 21
  Epoch 1575 | Train -3.3397 | Val -3.3830 | LR 2.5e-06 | NoImp 46
  Epoch 1600 | Train -3.3386 | Val -3.3834 | LR 2.5e-06 | NoImp 71
  Epoch 1625 | Train -3.3382 | Val -3.3842 | LR 2.5e-06 | NoImp 18
  Epoch 1650 | Train -3.3390 | Val -3.3839 | LR 2.5e-06 | NoImp 3
  Epoch 1675 | Train -3.3382 | Val -3.3832 | LR 2.5e-06 | NoImp 28
  Epoch 1700 | Train -3.3385 | Val -3.3827 | LR 2.5e-06 | NoImp 18
  Epoch 1725 | Train -3.3399 | Val -3.3842 | LR 2.5e-06 | NoImp 43
  Epoch 1750 | Train -3.3395 | Val -3.3842 | LR 2.5e-06 | NoImp 68
  Epoch 1775 | Train -3.3403 | Val -3.3828 | LR 2.5e-06 | NoImp 23
  Epoch 1800 | Train -3.3395 | Val -3.3832 | LR 2.5e-06 | NoImp 48
  Epoch 1825 | Train -3.3407 | Val -3.3846 | LR 2.5e-06 | NoImp 73
  Epoch 1850 | Train -3.3393 | Val -3.3831 | LR 2.5e-06 | NoImp 98
  Epoch 1875 | Train -3.3396 | Val -3.3836 | LR 2.5e-06 | NoImp 8
  Epoch 1900 | Train -3.3394 | Val -3.3846 | LR 2.5e-06 | NoImp 33
  Epoch 1925 | Train -3.3408 | Val -3.3835 | LR 2.5e-06 | NoImp 13
  Epoch 1950 | Train -3.3418 | Val -3.3845 | LR 2.5e-06 | NoImp 38
  Epoch 1975 | Train -3.3413 | Val -3.3849 | LR 2.5e-06 | NoImp 63
  Epoch 2000 | Train -3.3397 | Val -3.3845 | LR 2.5e-06 | NoImp 88
  Epoch 2025 | Train -3.3425 | Val -3.3848 | LR 2.5e-06 | NoImp 113
  Epoch 2050 | Train -3.3419 | Val -3.3848 | LR 2.5e-06 | NoImp 17
  Epoch 2075 | Train -3.3426 | Val -3.3846 | LR 2.5e-06 | NoImp 42
  Epoch 2100 | Train -3.3418 | Val -3.3836 | LR 2.5e-06 | NoImp 1
  Epoch 2125 | Train -3.3423 | Val -3.3849 | LR 2.5e-06 | NoImp 23
  Epoch 2150 | Train -3.3434 | Val -3.3851 | LR 2.5e-06 | NoImp 48
  Epoch 2175 | Train -3.3429 | Val -3.3843 | LR 2.5e-06 | NoImp 14
  Epoch 2200 | Train -3.3432 | Val -3.3854 | LR 1.2e-06 | NoImp 39
  Epoch 2225 | Train -3.3438 | Val -3.3852 | LR 1.0e-06 | NoImp 64
  Epoch 2250 | Train -3.3454 | Val -3.3856 | LR 1.0e-06 | NoImp 89
  Epoch 2275 | Train -3.3440 | Val -3.3858 | LR 1.0e-06 | NoImp 114
  Epoch 2300 | Train -3.3432 | Val -3.3857 | LR 1.0e-06 | NoImp 139
  Early stop at epoch 2311 (no improvement in 150 epochs)
  Fold 18 done. Mean RMSE = 1.003 μm (best epoch 2160, 3072 s)

